Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
4/14/18,AQS,370210034,1,9.5,ug/m3 LC,40,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
4/20/18,AQS,370210034,1,4,ug/m3 LC,17,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
4/26/18,AQS,370210034,1,3.2,ug/m3 LC,13,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
5/2/18,AQS,370210034,1,11.6,ug/m3 LC,48,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
5/8/18,AQS,370210034,1,6.7,ug/m3 LC,28,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
5/14/18,AQS,370210034,1,13.6,ug/m3 LC,54,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
5/20/18,AQS,370210034,1,9.3,ug/m3 LC,39,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
5/26/18,AQS,370210034,1,3.9,ug/m3 LC,16,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
6/1/18,AQS,370210034,1,3.6,ug/m3 LC,15,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
6/7/18,AQS,370210034,1,11,ug/m3 LC,46,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
6/13/18,AQS,370210034,1,6,ug/m3 LC,25,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
6/19/18,AQS,370210034,1,10.7,ug/m3 LC,45,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
6/25/18,AQS,370210034,1,5.1,ug/m3 LC,21,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
7/1/18,AQS,370210034,1,7,ug/m3 LC,29,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
7/7/18,AQS,370210034,1,5.7,ug/m3 LC,24,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
7/13/18,AQS,370210034,1,10.5,ug/m3 LC,44,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
7/19/18,AQS,370210034,1,10.2,ug/m3 LC,43,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
7/25/18,AQS,370210034,1,5.7,ug/m3 LC,24,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
7/31/18,AQS,370210034,1,7.2,ug/m3 LC,30,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
8/6/18,AQS,370210034,1,7,ug/m3 LC,29,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
8/12/18,AQS,370210034,1,9,ug/m3 LC,38,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
8/18/18,AQS,370210034,1,5.5,ug/m3 LC,23,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
8/24/18,AQS,370210034,1,7.2,ug/m3 LC,30,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
8/30/18,AQS,370210034,1,7.5,ug/m3 LC,31,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
9/5/18,AQS,370210034,1,7.7,ug/m3 LC,32,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
9/11/18,AQS,370210034,1,5.1,ug/m3 LC,21,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
9/17/18,AQS,370210034,1,1.2,ug/m3 LC,5,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
9/23/18,AQS,370210034,1,11.1,ug/m3 LC,46,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
9/29/18,AQS,370210034,1,3.8,ug/m3 LC,16,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/2/18,AQS,370210034,2,7,ug/m3 LC,29,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/8/18,AQS,370210034,2,11.7,ug/m3 LC,49,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/14/18,AQS,370210034,2,0.2,ug/m3 LC,1,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/26/18,AQS,370210034,2,6.4,ug/m3 LC,27,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
2/1/18,AQS,370210034,2,9.7,ug/m3 LC,40,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
2/7/18,AQS,370210034,2,4.1,ug/m3 LC,17,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
2/13/18,AQS,370210034,2,5,ug/m3 LC,21,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
2/19/18,AQS,370210034,2,3.8,ug/m3 LC,16,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
2/25/18,AQS,370210034,2,6.9,ug/m3 LC,29,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
3/3/18,AQS,370210034,2,2.3,ug/m3 LC,10,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
3/9/18,AQS,370210034,2,6.5,ug/m3 LC,27,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
3/15/18,AQS,370210034,2,7.6,ug/m3 LC,32,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
3/21/18,AQS,370210034,2,2,ug/m3 LC,8,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
3/27/18,AQS,370210034,2,5.6,ug/m3 LC,23,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
4/2/18,AQS,370210034,2,10,ug/m3 LC,42,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
4/8/18,AQS,370210034,2,3.9,ug/m3 LC,16,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
4/14/18,AQS,370210034,2,9.6,ug/m3 LC,40,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
4/20/18,AQS,370210034,2,4.2,ug/m3 LC,18,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
4/26/18,AQS,370210034,2,3.7,ug/m3 LC,15,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
5/2/18,AQS,370210034,2,11.3,ug/m3 LC,47,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
5/8/18,AQS,370210034,2,7,ug/m3 LC,29,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
5/14/18,AQS,370210034,2,13.8,ug/m3 LC,55,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
5/26/18,AQS,370210034,2,3.7,ug/m3 LC,15,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
6/1/18,AQS,370210034,2,3.2,ug/m3 LC,13,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
6/7/18,AQS,370210034,2,11.1,ug/m3 LC,46,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
6/13/18,AQS,370210034,2,6.7,ug/m3 LC,28,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
6/19/18,AQS,370210034,2,11.2,ug/m3 LC,47,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
6/25/18,AQS,370210034,2,5.3,ug/m3 LC,22,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
7/1/18,AQS,370210034,2,7.4,ug/m3 LC,31,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
7/7/18,AQS,370210034,2,6,ug/m3 LC,25,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
7/13/18,AQS,370210034,2,11,ug/m3 LC,46,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
7/19/18,AQS,370210034,2,10.7,ug/m3 LC,45,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
7/25/18,AQS,370210034,2,5.5,ug/m3 LC,23,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
7/31/18,AQS,370210034,2,7.5,ug/m3 LC,31,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
8/6/18,AQS,370210034,2,7.3,ug/m3 LC,30,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
8/12/18,AQS,370210034,2,8.7,ug/m3 LC,36,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
8/18/18,AQS,370210034,2,5.9,ug/m3 LC,25,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
8/24/18,AQS,370210034,2,7.4,ug/m3 LC,31,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
8/30/18,AQS,370210034,2,7.3,ug/m3 LC,30,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
9/5/18,AQS,370210034,2,8,ug/m3 LC,33,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
9/11/18,AQS,370210034,2,5,ug/m3 LC,21,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
9/23/18,AQS,370210034,2,11.2,ug/m3 LC,47,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
9/29/18,AQS,370210034,2,4.1,ug/m3 LC,17,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/1/18,AQS,370210034,3,5.5,ug/m3 LC,23,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/2/18,AQS,370210034,3,5.9,ug/m3 LC,25,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/3/18,AQS,370210034,3,12.8,ug/m3 LC,52,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/4/18,AQS,370210034,3,5.5,ug/m3 LC,23,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/5/18,AQS,370210034,3,5.1,ug/m3 LC,21,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/6/18,AQS,370210034,3,4.5,ug/m3 LC,19,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/7/18,AQS,370210034,3,13.1,ug/m3 LC,53,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/8/18,AQS,370210034,3,10.6,ug/m3 LC,44,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/9/18,AQS,370210034,3,12.9,ug/m3 LC,53,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/10/18,AQS,370210034,3,8.4,ug/m3 LC,35,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/11/18,AQS,370210034,3,3,ug/m3 LC,13,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/12/18,AQS,370210034,3,0.9,ug/m3 LC,4,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/13/18,AQS,370210034,3,1.5,ug/m3 LC,6,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/14/18,AQS,370210034,3,5,ug/m3 LC,21,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/15/18,AQS,370210034,3,9.8,ug/m3 LC,41,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/16/18,AQS,370210034,3,14.8,ug/m3 LC,57,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/17/18,AQS,370210034,3,6.7,ug/m3 LC,28,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/18/18,AQS,370210034,3,6.2,ug/m3 LC,26,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/19/18,AQS,370210034,3,6.2,ug/m3 LC,26,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/20/18,AQS,370210034,3,6.3,ug/m3 LC,26,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/21/18,AQS,370210034,3,11.9,ug/m3 LC,50,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/22/18,AQS,370210034,3,10,ug/m3 LC,42,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
1/23/18,AQS,370210034,3,2.8,ug/m3 LC,12,Board Of Ed. Bldg.,1,100,88101,PM2.5 - Local Conditions,11700,"Asheville, NC",37,North Carolina,21,Buncombe,35.6062,-82.5844
